Nhận xét đánh giá,Cảm xúc
Tôi không muốn kết bạn với người đó.,tệ
Không có tính tổ chức trong việc tổ chức chương trình đào tạo.,tệ
Tôi không thích cách giáo viên giảng dạy tại lớp học này.,tệ
Trường không đảm bảo tính bảo mật của thông tin cá nhân của sinh viên.,tệ
"Phòng học quá nóng, không có quạt hay điều hòa.",tệ
Giảng viên này thường giải thích tình huống không rõ ràng cho sinh viên.,tệ
Các giáo viên không cho phép các câu hỏi hoặc không có sự trao đổi giữa sinh viên và giảng viên trong lớp học.,tệ
Bạn ấy không chịu trách nhiệm cho những lỗi của mình và cố tình đổ lỗi cho người khác.,tệ
Anh ta rất thiếu đạo đức khi sao chép bài tập của người khác mà không hề nhận lỗi.,tệ
Ông đòi hỏi quá nhiều sự công bằng từ học sinh mà không tự áp dụng vào bản thân.,tệ
"Các phòng học quá ồn ào và nhanh chóng, không thể để học sinh tập trung vào khi học tập.",tệ
Anh ta thường xuyên hành xử khó chịu và không bao giờ có lời biện minh cho việc mình làm.,tệ
Giáo viên này thường xuyên than phiền về sự thiếu tôn trọng của sinh viên đối với giáo viên.,tệ
"Giảng viên này không dạy đúng kiến thức, tôi cảm thấy học vô ích.",tệ
"Học phí tăng một cách không đáng kể, không đáp ứng giá trị của chương trình đào tạo.",tệ
"Hệ thống điện không ổn định, gây ra nhiều trở ngại trong quá trình giảng dạy.",tệ
Tôi không thể chịu được sự ngạo mạn của anh ta.,tệ
Cô giáo này thỉnh thoảng hiển thị những biểu hiện thông minh và châm biếm với sinh viên.,tệ
Anh ấy luôn có những ý tưởng khác biệt với những người khác trong nhóm.,tệ
Chương trình học không tạo sự kết nối giữa các môn học.,tệ
Mấy bạn ấy thường chỉ tập trung vào lợi ích cá nhân mà không quan tâm đến công việc của nhóm.,tệ
Thầy thường đưa ra những viễn cảnh không thực tế,tệ
Nhà hàng và canteen của trường không đảm bảo vệ sinh của thực phẩm.,tệ
Tôi có cảm giác rằng anh ta không thật sự chăm chỉ trong việc học tập.,tệ
Cả lớp khó chịu với sự chuyên chú của cô ấy vào chuyện riêng tư khi đang giảng dạy.,tệ
Quá nhiều nhiễu động tại lớp học.,tệ
Giáo viên này thường xuyên nhắc nhở và mệt mỏi các sinh viên.,tệ
Rất khó học và không may mắn vì có giảng viên này,tệ
"Giáo trình quá nhiều, tôi không thể giữ kỷ lưỡng với những gì trình bày.",tệ
Thời gian và địa điểm học tập không phù hợp cho một số sinh viên.,tệ
Học sinh đang trong quá trình học của mình nhưng giảng viên không quan tâm đến điều đó,tệ
Đại học này không có đủ phòng học để tổ chức các buổi học.,tệ
Thiếu sự đồng cảm và gần gũi giữa giảng viên và sinh viên.,tệ
Không có những chương trình tương tác giữa các khoa trong trường.,tệ
Chương trình học quá chi tiết và phức tạp.,tệ
Thầy không có tính sáng tạo khi giảng dạy.,tệ
Chương trình học quá nhiều và quá đa dạng khiến cho sinh viên không biết phải học cái gì.,tệ
Nội dung giảng dạy quá nhiều và phức tạp để bạn có thể theo kịp.,tệ
Tôi cảm thấy tôi không thuộc về lớp học của giảng viên này.,tệ
Các dịch vụ tài chính của trường rất bất tiện và không được tài trợ đầy đủ.,tệ
Tôi không thích cách giảng dạy quá lý thuyết của giảng viên này.,tệ
Tôi không thích việc giảng viên này nhấn mạnh quá nhiều vào việc làm bài tập.,tệ
Giảng viên này quá yêu cầu khiến sinh viên bị căng thẳng.,tệ
Họ không biết tỏ lòng biết ơn với những người khác.,tệ
Khu vực vệ sinh thiếu sự đảm bảo vệ sinh và an toàn.,tệ
Không có chỗ để tập trung và đọc sách trong thư viện.,tệ
Thiết bị phòng học không đáp ứng được nhu cầu đào tạo.,tệ
Thấy rằng giảng viên này thậm chí còn mất kiểm soát trong lớp học.,tệ
Giáo viên này không giúp đỡ sinh viên khắc phục các vấn đề trong học tập.,tệ
Anh ta đôi khi rất tự cao tự đại và không suy nghĩ kĩ trước khi nói.,tệ
"Quạt điều hòa khá ồn, gây khó chịu khi học tập.",tệ
Nước trong nhà tắm quá lạnh hoặc quá nóng.,tệ
Khu vực trường không đủ để đáp ứng nhu cầu các hoạt động ngoài giờ học.,tệ
Thấy mấy bạn này không có tình thần trách nhiệm trong công việc.,tệ
Thầy không có niềm đam mê trong công việc dạy học của mình.,tệ
"Sân trường không đủ rộng, không thể tổ chức các hoạt động ngoài trời.",tệ
Giảng viên này không tạo được lòng tin cho sinh viên trong đào tạo.,tệ
Giấy tờ và các tài liệu học liệu không được cập nhật thường xuyên.,tệ
Giảng viên thường xuyên đến muộn hơn lịch trình dạy học,tệ
Không có sự thống nhất về phương pháp giảng dạy.,tệ
Không có đủ dịch vụ hỗ trợ cho sinh viên về sức khỏe tâm lý.,tệ
"Chương trình học quá cổ điển, không cập nhật với những xu hướng mới.",tệ
Anh ta không bao giờ biết cách lắng nghe và tôn trọng ý kiến của người khác.,tệ
"Quá đông sinh viên đăng ký cùng lúc, gây ảnh hưởng đến sự thuận tiện trong việc học.",tệ
Không có thời gian để tự học và tìm hiểu thêm.,tệ
Nội dung giáo trình chưa được cập nhật kịp thời.,tệ
Cô ấy hay đưa ra những ý tưởng khó thực hiện và không thực tế.,tệ
Điều hoà không hoạt động đúng cách.,tệ
Thời gian giảng dạy của ông rất vô lý và không đồng nhất.,tệ
"Nền tảng mạng không đủ mạnh, khiến việc truy cập internet rất chậm.",tệ
Giáo viên cố tình khó đạt điểm tổng kết của môn học.,tệ
Các phòng thí nghiệm của trường rất nóng và không đủ khoảng không gian thông thoáng.,tệ
Những phòng học không đảm bảo an toàn cho sinh viên.,tệ
Nhà vệ sinh quá đông đúc và bẩn thỉu.,tệ
Tôi không thể nắm bắt được chủ đề học tập này.,tệ
Nội dung học tập không được liên tục và không phát triển.,tệ
Giảng viên này không có sự nghiên cứu kĩ trước khi giảng dạy.,tệ
Trường không có đủ các phòng thí nghiệm và thiết bị cần thiết cho việc học tập.,tệ
Một giảng viên kém cỏi đến nỗi tôi không thể tolerate nữa.,tệ
Khóa học thiếu sự đa dạng.,tệ
Nhân viên quản lý trường không chuyên nghiệp và không thể giải quyết các vấn đề một cách nhanh chóng.,tệ
Các phòng học của trường rất cũ kỹ và không được bảo trì đầy đủ.,tệ
"Sách giáo khoa cũ rích, không cập nhật.",tệ
Mấy bạn ấy thường không tôn trọng ý kiến của người khác.,tệ
"Học phí cao, không đáp ứng được chất lượng đào tạo.",tệ
"Thiếu sự riêng tư trong ký túc xá, mà đôi khi cảm thấy quá chật chội và ồn ào.",tệ
Khu vực sân chơi không thoải mái hoặc thiếu an toàn.,tệ
"Các khu vực để xe quá nhỏ, học sinh không có thể tìm được chỗ đậu xe cho xe đạp của mình.",tệ
"Thầy không có sự hướng dẫn và hỗ trợ sinh viên trong việc học tập, chỉ bắt họ tuân thủ các quy định.",tệ
Giảng viên thông báo trễ về những bài kiểm tra hay đồ án,tệ
"Sinh viên không có đủ thời gian để hoàn thành các bài tập, dự án.",tệ
Thiếu hệ thống bảo vệ cho sinh viên.,tệ
Tài liệu và giáo trình giảng dạy không hấp dẫn.,tệ
Tôi không có niềm đam mê với những gì tôi đang học.,tệ
Giảng viên này không tương tác với sinh viên.,tệ
Các thiết bị cần thiết thường xuyên bị hỏng hoặc mất.,tệ
Cô ấy hay làm việc sai sót và không bao giờ tự sửa chữa lỗi của mình.,tệ
"Thấy mấy bạn này luôn có thái độ cực kì lạnh lùng, không thân thiện với người khác.",tệ
Các phòng học của trường quá ẩm ướt và mốc meo.,tệ
Cô ấy luôn đòi hỏi cao hơn khả năng của tôi.,tệ
Những người này rất nhợn nhạt và không có tinh thần phân công đúng trách nhiệm trong dự án.,tệ
Hắn ta hay tự chủ quan và không lắng nghe người khác.,tệ
Tôi cảm thấy không được đánh giá đúng với giảng viên này.,tệ
Không có chính sách đánh giá và xếp hạng giảng viên công bằng.,tệ
Các khu vực sinh hoạt chung của trường như hội trường và thư viện không đủ để chứa số lượng sinh viên.,tệ
Anh ta hay để ý đến những chi tiết nhỏ mà không chú trọng đến công việc lớn hơn.,tệ
Thầy cô hay đọc lên những giáo án dài và khó hiểu cho sinh viên.,tệ
"Thấy mấy bạn đó rất ít tôn trọng người khác, thường xuyên chê bai và bắt bớ.",tệ
"Phòng học khá lộn xộn, làm cho sinh viên cảm thấy khó chịu.",tệ
Tôi không thể tìm thấy một chỗ để ngồi để học ở thư viện đại học này.,tệ
Không có sự hỗ trợ và động viên cho sinh viên về lựa chọn ngành học.,tệ
"Giảng viên này rất cẩu thả, sai lầm liên tục.",tệ
"Cô ấy thường xuyên muốn học cùng nhóm mình, nhưng mãi mãi chỉ làm phiền.",tệ
Chương trình học không tiếp cận được những xu hướng mới nhất trong ngành.,tệ
"Giảng viên này dạy quá nhanh, tôi chả hiểu được gì cả.",tệ
Tôi không hài lòng với cách giảng dạy của giảng viên này và cảm thấy không có gì học được.,tệ
Giáo trình của thầy không có tính ứng dụng cao.,tệ
Anh ta không có năng lực để thực hiện một số tác vụ trong dự án và chỉ cố gắng khi đã đợi quá muộn.,tệ
Trường không đảm bảo an toàn cho sinh viên khi di chuyển trong khu vực trường.,tệ
Nhân viên hỗ trợ sinh viên không nhiệt tình và không đáp ứng được nhu cầu của sinh viên.,tệ
"Chất lượng thực phẩm trong nhà bếp của trường thực sự tệ, không khí khó chịu và thức ăn không ngon.",tệ
Thầy không định hướng cho sinh viên được phát triển tốt nhất.,tệ
Cô ấy luôn làm việc mà không suy nghĩ kỹ trước.,tệ
Những người này chỉ muốn đạt được điểm cao và không chia sẻ ý tưởng hoặc đóng góp.,tệ
Giọng nói của giảng viên này khó nghe và rất khó chịu.,tệ
Thầy chưa tận dụng tốt các công cụ giảng dạy hiện đại,tệ
Chương trình học không đề cập đến các vấn đề thực tế trong ngành học.,tệ
"Một giảng viên rất kém, không có tinh thần nghiên cứu.",tệ
Người kia có tính khí bất ổn và dễ nổi nóng,tệ
Giảng viên này rất tệ vì anh ta không quan tâm đến bạn.,tệ
"Thầy không cập nhật kiến thức mới, chỉ hướng dẫn theo bài cũ.",tệ
Cô ấy sống trong thế giới của chính mình và không quan tâm đến những gì xung quanh.,tệ
Thầy không có sự kích thích và khởi động niềm đam mê học tập cho sinh viên.,tệ
Bạn ấy thường tự cao tự đại và khinh thường người khác.,tệ
Điểm số của tôi đã giảm sau khi tham gia giờ dạy của giảng viên này.,tệ
Giảng viên không có tính kiên nhẫn với học sinh,tệ
Giảng viên không cung cấp đủ thông tin để tôi có thể hiểu bài.,tệ
Tôi không thích giảng viên này vì anh ta thường bị nhắc nhở về sự ra sức của mình.,tệ
Sinh viên không được hỗ trợ đầy đủ để đạt được thành tích tốt.,tệ
Trường không đầu tư đúng mức vào cơ sở vật chất.,tệ
Cô ấy hay phân biệt đối xử với những người khác giới và tôn trọng không đúng giới tính.,tệ
Sinh viên cảm thấy phiền phức khi phải học với giảng viên này.,tệ
Thành viên này đã gây cản trở cho cả nhóm trong quá trình làm đồ án.,tệ
Giảng viên này thiếu tinh thần nghiêm túc và thiếu chuyên môn.,tệ
Phòng học quá nóng vào mùa hè.,tệ
Thầy cô không giải đáp những thắc mắc của sinh viên khi được hỏi.,tệ
Khuôn viên trường quá bé và không đủ không gian xanh.,tệ
Giảng viên này thường cập nhật khái niệm sai.,tệ
"Địa điểm không thuận tiện, khó di chuyển.",tệ
Giáo viên này không tương tác với sinh viên nhiều lắm trong lớp học.,tệ
Giảng viên này luôn kiểm tra những bài tập tự làm của sinh viên.,tệ
Nhà xưởng của trường quá nhỏ và hẹp.,tệ
Thời gian học quá ngắn và không đủ để hiểu sâu.,tệ
"Thầy không có sự sáng tạo trong cách giảng dạy, chỉ phụ thuộc vào sách vở và tài liệu giảng dạy sẵn có.",tệ
Trường này không có đủ khoảng trống mở giữa các phòng học của mình để sinh viên có thể tự do thảo luận và tương tác.,tệ
Không có đủ thời gian để tham gia hoạt động ngoại khóa.,tệ
Tôi chẳng hiểu vì sao chúng tôi phải chịu đựng được với sự khó chịu của giảng viên này.,tệ
Giảng viên này không thể làm hài lòng học sinh.,tệ
Thiết bị và phương tiện giảng dạy của trường cần được nâng cấp.,tệ
"Lớp học của thầy rất nhàm chán, không có tính tương tác.",tệ
Cô ấy là người không thật sự quan tâm đến người khác.,tệ
"Tôi đã phải chịu đựng rất nhiều khó khăn trong việc đăng ký và sử dụng phòng và thiết bị học tập, điều này khiến tôi thất vọng và căm thù trường tôi.",tệ
"Thiếu tính linh động trong phân bổ môn học, không đáp ứng được nhu cầu của sinh viên.",tệ
"Giảng viên thường xuyên bị gián đoạn trong giờ học, khiến tôi cảm thấy rất khó chịu.",tệ
Giảng viên này giáo dục như thể không có trách nhiệm đối với sinh viên.,tệ
