Nhận xét đánh giá,Cảm xúc
giảng viên có kiến thức chuyên sâu dạy tốt nhiệt tình trong việc giảng dạy,tốt
Không có đề xuất,tốt
Dạy giỏi kiến thức sâu ,tốt
tốt,tốt
không nhận xét hay đề xuất gì thêm,tốt
tốt,tốt
không,tốt
giảng viên nhiệt tình em hoàn toàn hài lòng về cách giảng dạy của giảng viên,tốt
Cô rất có tâm huyết truyền đạt kiến thức,tốt
Tốt,tốt
Giảng viên đa nhiệt tình hướng dẫn,tốt
bình thường,tốt
cô dạy rất tốt,tốt
cô dạy nhiệt tình,tốt
Giảng viên có tâm với sinh viên,tốt
tốt,tốt
Không nên học môn này đối với ngành luật kinh tế,tốt
Cô giảng bài giúp sinh viên tiếp thu nhanh kiến thức Làm nhiều bài tập đa dạng giúp ích cho việc học thi Cô rất nhiệt tình trong giảng dạy,tốt
Tot,tốt
Tốt,tốt
Không có ý kiến gì,tốt
được,tốt
Không có ý kiến gì thêm,tốt
giảng viên dạy nhiệt tình,tốt
Giảng viên không dạy sâu vào chuyên môn nên chưa hiểu lắm ,tốt
không,tốt
Tốt,tốt
Day hay,tốt
Giang vien truyen dat rất de hieu,tốt
Tốt,tốt
chưa hài lòng lắm,tốt
không có,tốt
Khá tốt,tốt
Đươc,tốt
Tốt,tốt
giảng dậy trình bày khó hiểu,tốt
Tốt,tốt
Tot,tốt
tốt,tốt
Giảng viên nhiệt tình giảng bài dễ hiểu,tốt
Tốt,tốt
giảng viên thân thiện ,tốt
Cô giảng hơi nhanh ,tốt
Tốt,tốt
Giảng viên rất nhiệt tình và có trách nhiệm,tốt
Hơi khó hiểu một số vấn đề,tốt
tốt,tốt
Giảng viên trinh bày chưa sát với kiến thức cơ bản Song có sự nhiệt tình giảng dạy nên khiến sinh viên dễ hiểu hơn,tốt
Tốt,tốt
giảng viên dạy tốtdễ hiểu,tốt
Em đồng ý với cách giảng dạy và trương trình dạy của giáo viên mong rằng nhà trường sẽ tạo thêm điều kiện giảng dạy cho sinh viên tiếp thu được những kiến thức mới,tốt
Cô giảng còn khó hiểu nhanh khiến sinh viên không tiếp thu kịp ,tốt
Cô dạy nhiệt tình,tốt
Kem,tốt
Hài lòng ,tốt
Không có,tốt
Cô dạy tốt,tốt
Tốt,tốt
Em không có nhận xét gì đối với môn học  ,tốt
Tốt,tốt
giảng viên dạy rõ ràng,tốt
Không có,tốt
Tốt,tốt
Tốt,tốt
Không tốt,tốt
Cô dạy dễ hiểu,tốt
cach dạy rất tốt,tốt
cô dạy dễ hiểu,tốt
Tôt,tốt
Cô dạy cũng chất lượng,tốt
không co,tốt
không có đề xuất,tốt
tốt,tốt
giảng viên kinh nghiệm công bằng và cách giảng dạy rất hay,tốt
không co,tốt
tốt,tốt
Môn này không liên quan đến ngành học,tốt
giảng nhanhkhó hiểukhông dễ tiếp thu ,tốt
Không có ý kiến gì thêm ,tốt
Không có ,tốt
Tốt,tốt
không có ý kiến gì,tốt
Tốt,tốt
không co,tốt
Em không có thêm ý kiến gì ạ,tốt
Tốt,tốt
Tốt,tốt
Không tốt,tốt
Quá tệ,tốt
Giảng viên giảng tốt dễ hiẻu,tốt
Em hai long voi giang vien dạy mon nay,tốt
Tốt,tốt
giảng viên nhiệt tình hăn hái say mê giảng bài có nhiều kiến thức hay bổ ích,tốt
cô dạy nhanh,tốt
có gìang bai rất nhiệt tình va dễ Hieu  ,tốt
không ý kiến,tốt
Giáo viên dạy nhiệt tình,tốt
Tốt,tốt
Hài lòng,tốt
Không có ý kiến gì thêm,tốt
không ý kiến,tốt
Tốt,tốt
Khong co nhan xet,tốt
bình thường,tốt
dạy tốt nhưng hơi nhanh ,tốt
Không có ý kiến,tốt
Khá tốt,tốt
không có ý kiến gì thêm,tốt
Đem lại hiểu biết mới,tốt
Tốt,tốt
Nên dạy chậm lại tí,tốt
môn học giúp cho sinh viên rèn luyện kỹ năng tính toán rất cần thiết cho công việc sau này,tốt
dạy nhiệt tình de hieu,tốt
cô hơi nóng tính,tốt
ok ạ,tốt
Không nhận xét,tốt
Giảng dạy bài ân cần,tốt
Giáo viên có lời nói nặng với sinh viên,tốt
tốt,tốt
co dạy thi tốt nhung nghiem khác qua,tốt
Tôi không có ý kiến,tốt
em xin góp ý là cô bớt la sinh viên lại nhiều sinh viên không hiểu bài mà không dám hỏi sợ cô la đang lên làm bài mà cô nạt một cái là quện hết a gỏi thì bị cô la em hy vong co sẽ nhiệt tình với sinh viên nhiều hơn trong giảng dạy a,tốt
Em yêu Cô tha thiết ,tốt
Cô dạy hay,tốt
Cô dạy hơi nhanh m khó hiểu,tốt
đề nghị  môn photoshop và corel ra làm  môn khác nhau trong giáo trình thì có  môn thực chất học được  môn duy nhất,tốt
Cô dạy rất nhiệt tình đưa hết tất cả kinh nghiệm mà cô có trao cho sinh viên kinh nghiệm bài học,tốt
Tốt,tốt
giáo viên nhiệt tình,tốt
Tốt,tốt
Đề nghị tài liệu chuyên sâu hơn ,tốt
tốt,tốt
Không hài lòng về GVHD môn học này GV vào giới thiệu là giáo sư nhưng cách giãng dậy rất khó hiểu và làm cho SV nhàm chán trong môn học,tốt
Không ý kiến,tốt
không,tốt
Thầy quá chú trọng chạy giáo án mà không rõ là sinh viên có tiếp thu đựơc có rõ ràng hay không,tốt
Rất tốt,tốt
Giảng bài khó hiểu ,tốt
thầy dạy hay rõ ràng dễ hiểu,tốt
thầy dạy tốt,tốt
Giang viên day không hiêu,tốt
Tốt,tốt
không có,tốt
Thầy dạy nhiệt tình nhưng nhiều bài học vẫn chưa rõ nội dung hơi khó hiểu,tốt
Không nhận xét cũng như đánh giá,tốt
không tốt,tốt
thay da kho hieu  ,tốt
Tốt,tốt
giảng viên nhiệt tình,tốt
tốt,tốt
Phong cách giảng dạy hay vui tính nhiệt tình ,tốt
môn này tương đối khó,tốt
Môn học khó  nhưng rất hay ,tốt
Giáo viên dạy rất hay thầy thuơng mến học sinh nữa,tốt
nên tăng thêm số tiết để sv nắm kĩ kiến thức hơn,tốt
Giảng viên tốt,tốt
môn học hay,tốt
Ko tốt,tốt
thầy dạy tốt,tốt
tốt,tốt
tận tình giảng dạy,tốt
mặt thầy nhìn hơi căngmà thầy nhiêt tình nhiều lúc rất vui tính,tốt
dạy sâu về bài tạo động lực cho hs phát biểu,tốt
bình thường,tốt
tốt,tốt
không có nhận xét ,tốt
Rất tốt,tốt
không có ý kiến gì thêm,tốt
Thầy nhiệt tình,tốt
tốt,tốt
Rất tốt,tốt
không co,tốt
Thầy hù tâm lý nhiều wa,tốt
không ý kiến,tốt
raat tốt em cần những người như thế,tốt
Chưa thân thiện,tốt
Giảng viên vui vẻ hòa đồng tích cực giúp sinh viên xây dựng bài giảng dạy dễ hiểu,tốt
tốt,tốt
THẦY QUAN TÂM TỚI LỚP VÀ TẬN TÌNH,tốt
thầy dạy hay và có nhiều bài tập thú vị,tốt
không có nhận xét gì thêm,tốt
không tốt,tốt
tốt,tốt
thầy dạy tốt giản hay với lại công bằng trong học tập ai cũng có thể lên bảng làm bài tập để lấy diểm cộng,tốt
tiết học sôi động giàng viên tốt tích cực trao đổi với sinh viên,tốt
thầy vui tính mà hơi khó giảng dạy dễ hiểu,tốt
tốt,tốt
không ý kiến,tốt
Tốt,tốt
nói quá khó hiểu ,tốt
giảng viên hoà đồng vui vẻ,tốt
ok,tốt
quá tệ ,tốt
tốt,tốt
ok,tốt
Ok,tốt
Thầy dạy rất hay,tốt
Không ý kiến  gi,tốt
tốt ,tốt
hài lòng,tốt
Tuyệt,tốt
1,tốt
không có ý kiến gì thêm,tốt
phức tạp ,tốt
max đỉnh,tốt
Thầy giảng dễ hiểu và rất công bằng,tốt
k,tốt
không ý kiến,tốt
Không nhận xét,tốt
cách khuyến khích sv lên bảng làm bài của thầy rất hay v,tốt
tốt không có đề xuất,tốt
Tôt,tốt
tôi hài lòng với giáo viên giảng dạy môn này,tốt
Thầy dạy dễ hiểu vui tính,tốt
thầy dạy chậm mà chắc,tốt
Cô dạy rất hay,tốt
không có nhận xét gì,tốt
tốt,tốt
tốt ahihi,tốt
cô dạy tốt,tốt
cô giảng dậy nhiệt tình  nhưng đôi lúc còn quá nhanh sinh viên tụi em không theo kiệp ,tốt
Giảng dạy tốt,tốt
giáo viên dạy tốt,tốt
Không có đề xuất gì,tốt
Tốt,tốt
Không co y kiên,tốt
ok,tốt
GOod,tốt
giảng viên có trình độ chuyên môn tốtgiảng dạy dễ hiểutrình bày bài rõ ràng,tốt
Cô dạy rất dễ hiểu,tốt
không có ý kiến gì,tốt
Giao vien dạy rất tốt,tốt
Tốt,tốt
Cô giảng hơi nhanh và khó hiểu,tốt
dễ hiểu,tốt
không,tốt
Ok,tốt
Cô dạy rất dễ hiểu Nhưng em cũng cần học thêm ở nhà,tốt
Dạy hơi khó hiểu,tốt
luôn tạo điều kiện để học sinh phấn đấu ,tốt
Kt chưa hơp ly,tốt
cô dạy không hiểu lắm,tốt
Cô dạy rất tốt rất nhiệt tình,tốt
GIAO VIÊN DAY NHIÊT TINH,tốt
xàm,tốt
Tốt,tốt
Không có,tốt
Nhiêu luc cô giang hơi nhanh ,tốt
cô dạy rất rất nhiệt tình và dễ hiểu,tốt
Tạm được,tốt
tốt,tốt
cô dạy nhiệt tình nhưng em vân chưa hiểu lắm,tốt
Rất tốt,tốt
Tốt,tốt
nhiệt tình,tốt
Giảng viên giảng dạy dễ hiểu,tốt
cũng một phần vì em,tốt
tốt,tốt
cô giải bài là  bài khác còn trong bài tập làm bài  dạng khác và cô giảng rất nhanh lướt qua như kiến thức cơ bản ,tốt
Cô nhiệt tình dạy dễ hiểu vui vẻ,tốt
cô nhiêt tinh va vui ve,tốt
Cô dạy tốt,tốt
Không ý kiến,tốt
Không,tốt
giàng dạy nhiệt tình dễ tiếp thu,tốt
tốt,tốt
cô dạy rất hay,tốt
giao viên giang day nhiêt tinh cho lam btâp tai lơp nhiêu ,tốt
Day nhiêt tinh dê hiêu,tốt
Không co y kiên gi thêm,tốt
Điểm danh cộng điểm quá trình chỉ  buổi cuối trong khi những bạn đi học đầy đủ các buổi học trứơc lại ngày cuối cùng vắng vẫn không đựơc cộng,tốt
Giảng viên dạy tốt,tốt
good,tốt
nội dung trong sách ít được quan tâm,tốt
Giảng viên nhiệt tình Quan tâm sinh viên nhưng đôi lúc dạy k hiểu ,tốt
Không có nhận xét,tốt
không có đề xuất,tốt
da tốt,tốt
Không,tốt
không,tốt
tốt,tốt
tốt,tốt
Dạy quá nhanh,tốt
Em đồng ý với cách dạy của cô,tốt
tốt,tốt
giảng viên giảng nhiệt tình tâm huyết,tốt
cô dạy khá hay ,tốt
giáo viên dạy tốt,tốt
Cô dạy nhiệt tình chu đáo vui tính,tốt
tốt,tốt
Môn hoc đa dạng và dễ dàng giúp sinh viên tiếp thu nhanh,tốt
không,tốt
Khó hiểu,tốt
nhieu bai giang hoi kho hieu,tốt
tốt,tốt
thầy dạy hay,tốt
môn học hay,tốt
Môn học can giảng sâu hơnđi cham nhưng chac,tốt
Tôt,tốt
Tốt,tốt
Không có đè xuất gì,tốt
Dạy khá nhiệt tình ,tốt
Không,tốt
Không có nhận xét,tốt
rât tôt,tốt
Tốt,tốt
Tốt,tốt
thầy dạy rất tốt,tốt
like,tốt
Thầy dạy tốt ,tốt
tốt,tốt
thầy giảng bài rất dễ hiểu theo sát sinh viên,tốt
tốt,tốt
Không có ý kiến gì ạ,tốt
Bài giảng quá nhanh,tốt
44,tốt
không có nhận xét,tốt
Giảng viên dạy rất hay,tốt
Tốtvui vẻ với sinh viên,tốt
Không,tốt
Trung Bình,tốt
Tốt Nhưng hơi cứng quá,tốt
Tốt,tốt
tốt,tốt
thầy giảng dễ hiểu,tốt
tốt,tốt
nhiệt tình chân thành,tốt
Thầy nên xem xét thái độ và phương pháp giảng dạy của mìnhnên công bằng trong việc xét điểm cho sinh viên,tốt
Thầy dạy chậm lại và kỹ hơn thấy lướt hơi nhanh,tốt
tốt,tốt
cô cần giảng bài chậm hơn và chú ý nội dung ôn tập cho sinh viên,tốt
Thầy dạy dễ hiễu vui tính,tốt
42592,tốt
thầy hiền và tốt bụng lắm ạ,tốt
Thầy có kiến thức tốt nhưng việc truyền đạt cho sv hiểu rất là tệ thầy là người dạy toán đầu tiên mà e cảm thấy rất buồn ngủ thầy trình bày kiến thức k có hệ thống bài tập thầy cho về nhà nhiều mà khi lên lớp thầy chỉ sửa bài học sinh biết làm mấy bài khó thì hoàn toàn bó tay,tốt
Tốt,tốt
vì kiểm tra theo hình thức trắc nghiệm  nên tụi em mong thầy giảng dạy cho tụi em giải theo trắc nghiệm chứ đa phần thầy chỉ dạy tự luận lm lâu và rất dài dòng ạ,tốt
nope,tốt
Không có ý kiến,tốt
thầy dạy nhiệt tình chu đáo,tốt
môn hoc bô ich la nên tang đê tôi hoc tôt nhưng hoc ki sau,tốt
nên bỏ qua những vấn đề không cần thiêt,tốt
không có,tốt
Thầy dạy nhiệt tình nhưng khó hiểu Chưa rõ ràng trong bài học Nhiều chỗ khó hiểu Môn học cần có kiến thức dễ hiểu để sinh viên dễ nắm chắc kiến thức hơn,tốt
Thầy dạy nhiệt tình,tốt
thầy dạy rộng  dễ hiễu ,tốt
K tôt,tốt
tốt,tốt
Dạy rất tốt,tốt
Hoạt động giảng dạy kém hấp dẫn sinh viên khó theo được bài học,tốt
Thầy giảng dạy tốt tuy nhiên hơi nhanh nên một số kiến thức sinh viên không thể tiếp thu được,tốt
tôt,tốt
giảng viên này hay đuổi học sinh ra khỏi lớp khi đi trễ,tốt
hài lòng với giảng viên giảng dạy môn học,tốt
tốt,tốt
Good,tốt
ok,tốt
Thầy dạy hời hợtthường xuyên cho nghỉ hoặc để giảng viên khác dạy thay làm kiến thức bị đứt đoạnkiểm tra đánh giá không công bằng,tốt
Không ý kiến,tốt
Không ý kiến,tốt
TỐT,tốt
Không nhận xét thêm,tốt
thầy dạy quá nhanh,tốt
Không có,tốt
Thầy dạy hay Quan tâm sinh viên,tốt
giáo viên nhiệt tình trong quá trình giảng dạy,tốt
Thầy dạy rất nhiệt rình Em cảm thấy dễ tiếp thu bài hơn,tốt
Thầy dạy rất có tâm ,tốt
không nhận xét,tốt
Không có,tốt
Thầy dạy kỹ ,tốt
không co y kiên,tốt
Thầy giảng dạy rất hay,tốt
Tốt tuy nhiên giọng giảng viên hơi khó nghe,tốt
thay dạy hay,tốt
giảng dạy nhiệt tìnhphương pháp giảng dạy sâunhưng ngôn ngữ hơi khó nghe,tốt
Ok,tốt
Thầy chịu khó giảng Thầy rất tốt nhưng sinh viên rất tiếc Lớp các bạn quá mất trật tự nên,tốt
Tốt ,tốt
không ý kiến ,tốt
Thầy giảng bài hơi khó hiểu,tốt
giảng viên dạy tốt,tốt
Tốt,tốt
nói chậm dễ hiểu nhiều bài tập rèn luyện,tốt
Không có,tốt
thầy giảng rất hay,tốt
không có ý kiến,tốt
tốt,tốt
tốt,tốt
Không có ý kiến,tốt
thầy dạy hay,tốt
giáo viên nhiệt tình,tốt
Không có nhận xét,tốt
tốt,tốt
nhiêt tinh,tốt
Ko có,tốt
Thầy nhiệt tình và rất hiền,tốt
Không có nhận xét,tốt
Tốt,tốt
Không có nhận xét,tốt
tốt,tốt
môn học hay,tốt
Thầy hay bận việc nhờ giảng viên dạy thế,tốt
không đề xuất,tốt
không nhận xét,tốt
good,tốt
Tốt ,tốt
tốt,tốt
nhiệt tình  dạy dễ hiểu,tốt
cảm ơn thầytất cả vì sinh viên thân yêu,tốt
Thầy dạy rất tốt  ,tốt
tốt,tốt
Tốt ,tốt
thầy dạy hay nhiệt tình,tốt
Thầy dạy thật tuyệt vời,tốt
dạy tốt  nhiệt tình  vui vẽ  động viên sinh viên ,tốt
dạy rất dễ hiểu giúp đỡ các bạn học kém,tốt
Cách giảng dạy thân thiện tích cực và dễ hiểu,tốt
thầy nhiệt tình nhưng không nam tính cho lắm,tốt
không có nhan xet,tốt
Tuyệt vời,tốt
cách dạy tốt khoa học,tốt
Tốt,tốt
giảng viên giảng bài vui vẻ nhiệt tình,tốt
tốt,tốt
Tốt hơn,tốt
thầy dạy tốt dễ hiểu bài,tốt
Rat nhiệt tình trong giang dạy giup do sinh vien trog qua trinh hoc tap,tốt
Dạy dể hiểu,tốt
Không nhận xét gì thêm,tốt
Luôn quan tâm đến từng sinh viên,tốt
Không ý kiến,tốt
tốt,tốt
thầy dạy rất hay,tốt
tốt,tốt
không co,tốt
Giảng viên nhiệt tình đến lớp đúng giờ chât lượng giảng dạy tôt,tốt
không ý kiến,tốt
Nhiệt tình,tốt
giảng viên nhiệt tình  dạy dễ hiểu,tốt
giạy hay,tốt
Không có ý kiến,tốt
dạy tốt dạy nhiệt tình,tốt
Không hổ danh trưởng khoa dạy hay môn nào dươc như thây nay dạy thi sv toan giỏi,tốt
Được,tốt
GV dạy rất nhiệt tình  giờ học luôn sôi nổi  cho sv nhìu bài tập rèn luyện thêm  lớp học lúc nào cũng vui vẻ,tốt
Thầy dạy rất hay,tốt
không có ý kiến,tốt
tốt,tốt
thầy dạy dễ hiểu ,tốt
